nom,dosage,forme,substance_active,classe_therapeutique,epi_laboratoire,statut_commercialisation,statut_amm,presentation,pp_gn,ppv,ph,pfht,tva,lien_rcp_naf,source_page
SYNNAX,25   MG,COMPRIME,LAMOTRIGINE,PSYCHIATRIE,COOPER PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"63,50 DH","39,70 DH","37,83 DH",0%,-,420
SYNNAX,25   MG,COMPRIME,LAMOTRIGINE,PSYCHIATRIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 60,GN,"125,00 DH","78,10 DH","74,41 DH",0%,-,420
SYNNAX,5   MG,COMPRIME DISPERSIBLE,LAMOTRIGINE,PSYCHIATRIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"31,30 DH","19,60 DH","18,66 DH",0%,-,420
SYNNAX,5   MG,COMPRIME DISPERSIBLE,LAMOTRIGINE,PSYCHIATRIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 60,GN,"55,20 DH","34,50 DH","32,84 DH",0%,-,420
SYNNAX,50   MG,COMPRIME,LAMOTRIGINE,PSYCHIATRIE,COOPER PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"140,20 DH","87,60 DH","83,44 DH",0%,-,420
SYNNAX,50   MG,COMPRIME,LAMOTRIGINE,PSYCHIATRIE,COOPER PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 60,GN,"246,00 DH","154,20 DH","146,85 DH",0%,-,420
SYNTHOL,"0,936 G  /  0,26 G  /  0,26 G  /  0,021 G  /  0,105 G  /  0,0026 G  /  0,00 26 G",LIQUIDE,HYDRATE DE CHLORAL // MENTHOL // VERATROLE // RESORCINOL // ACIDE SALICYLIQUE // HUILE ESSENTIELLE DE GERANIUM // HUILE ESSENTIELLE DE CEDRAT,NA,GSK,Retiré du Marché,AMM RETIREE,FLACON DE 200 ML,NA,"16,60 DH","10,40 DH","9,26 DH",0%,-,420
SYNTOCINON,5 UI  /  1  ML,SOLUTION INJECTABLE,OXYTOCINE,GYNECOLOGIE-OBSTETRIQUE-CONTRACEPTION,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 3 AMPOULESS DE 1 ML,PP,"16,10 DH","10,00 DH","9,57 DH",0%,-,420
SYSTRAL,15   MG  /  G,POMMADE,CHLORPHENOXAMINE (CHLORHYDRATE),DERMATOLOGIE-VENEROLOGIE,LAPROPHAN,Commercialisé,AMM ENREGISTREE,TUBE DE 20 G,PP,"15,50 DH","9,70 DH","9,23 DH",0%,-,420
SYSTRAL C,-,COMPRIME DRAGEFIE,CHLORPHENOXAMINE (CHLORHYDRATE) // CAFEINE,PNEUMOLOGIE-ALLERGOLOGIE,LAPROPHAN,Commercialisé,AMM ENREGISTREE,BOITE DE 20,PP,"13,10 DH","8,20 DH","7,79 DH",0%,-,420
T-PROST,40 µG  /   ML,COLLYRE EN SOLUTION,TRAVOPROST,OPHTALMOLOGIE,ZENITH PHARMA,Non Commercialisé,AMM ENREGISTREE,"BOITE DE 1 FLACON DE 2,5 ML",GN,"130,90 DH","81,80 DH","77,92 DH",0%,-,420
TABUNEX,0.0005,SUSPENSION POUR PULVERISATION NASALE,MOMETASONE (FUROATE),PNEUMOLOGIE-ALLERGOLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,FLACON DE 120 DOSES,GN,"95,40 DH","59,60 DH","56,81 DH",0%,-,420
TACOMA,"0,5 % P/V",GOUTTES OCULAIRES EN SOLUTION,TIMOLOL (MALEATE),OPHTALMOLOGIE,LABORATOIRES MAPHAR,AMM sans prix,AMM ENREGISTREE,BOITE D'UN FLACON DE 25 ML,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,420
TADALIS,20   MG,COMPRIME PELLICULE,TADALAFIL,UROLOGIE-NEPHROLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 1,GN,"60,70 DH","38,00 DH","36,16 DH",0%,-,420
TADALIS,20   MG,COMPRIME PELLICULE,TADALAFIL,UROLOGIE-NEPHROLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 2,GN,"106,90 DH","66,80 DH","63,64 DH",0%,-,421
TADALIS,20   MG,COMPRIME PELLICULE,TADALAFIL,UROLOGIE-NEPHROLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 4,GN,"206,00 DH","129,10 DH","122,94 DH",0%,-,421
TADALIS,5   MG,COMPRIME PELLICULE,TADALAFIL,UROLOGIE-NEPHROLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 14,GN,"290,00 DH","193,10 DH","183,96 DH",0%,-,421
TADALIS,5   MG,COMPRIME PELLICULE,TADALAFIL,UROLOGIE-NEPHROLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,"511,00 DH","340,00 DH","323,96 DH",0%,-,421
TADALIS,5   MG,COMPRIME PELLICULE,TADALAFIL,UROLOGIE-NEPHROLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 84,GN,1.245.00 DH,"973,00 DH","927,15 DH",0%,-,421
TADENAN,50   MG,CAPSULE MOLLE,PYGEUM AFRICANUM,NA,BOTTU,Retiré du Marché,AMM RETIREE,BOITE DE 30,PP,"169,80 DH","106,10 DH","101,09 DH",0%,-,421
TAFEN,20   MG,COMPRIME,TAMOXIFENE,NA,NOVOPHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 30,GN,"124,30 DH","77,70 DH","73,99 DH",0%,-,421
TAGAMET,200   MG,COMPRIME EFFERVESCENT,CIMETIDINE,NA,GSK,Retiré du Marché,AMM RETIREE,TUBE de 20,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,421
TAGAMET,200   MG,COMPRIME PELLICULE,CIMETIDINE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 50,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,421
TAGAMET,200   MG,SOLUTION INJECTABLE EN FLACON,CIMETIDINE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 10,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,421
TAGAMET,400   MG,COMPRIME PELLICULE,CIMETIDINE,NA,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 20,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,421
TAGAMET,800   MG,COMPRIME EFFERVESCENT,CIMETIDINE,NA,GSK,Retiré du Marché,AMM RETIREE,TUBE DE 10,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,421
TAGRISSO,40   MG,COMPRIME PELLICULE,OSIMERTINIB,CANCEROLOGIE,SYNTHEMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30 COMPRIMES PELLICULES,PP,56.740.00 DH,55.636.00 DH,55.236.00 DH,0%,-,421
TAGRISSO,80   MG,COMPRIME PELLICULE,OSIMERTINIB,CANCEROLOGIE,SYNTHEMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30 COMPRIMES PELLICULES,PP,56.740.00 DH,55.636.00 DH,55.236.00 DH,0%,-,421
TAHOR,10   MG,COMPRIME,ATORVASTATINE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PFIZER,Non Commercialisé,AMM ENREGISTREE,BOITE DE 14,PP,"46,30 DH","28,90 DH","27,55 DH",0%,-,421
TAHOR,10   MG,COMPRIME,ATORVASTATINE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,VIATRIS PHARMACEUTICALS,Commercialisé,AMM ENREGISTREE,BOITE DE 28,PP,"63,90 DH","39,90 DH","38,05 DH",0%,-,421
TAHOR,10   MG,COMPRIME,ATORVASTATINE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,VIATRIS PHARMACEUTICALS,Commercialisé,AMM ENREGISTREE,BOITE DE 56,PP,"115,80 DH","72,40 DH","68,96 DH",0%,-,421
TAHOR,20   MG,COMPRIME,ATORVASTATINE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,VIATRIS PHARMACEUTICALS,Commercialisé,AMM ENREGISTREE,BOITE DE 28,PP,"90,80 DH","56,80 DH","54,08 DH",0%,-,421
TAHOR,40   MG,COMPRIME,ATORVASTATINE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,VIATRIS PHARMACEUTICALS,Commercialisé,AMM ENREGISTREE,BOITE DE 28,PP,"121,50 DH","75,90 DH","72,30 DH",0%,-,421
TAHOR,80   MG,COMPRIME,ATORVASTATINE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,VIATRIS PHARMACEUTICALS,Commercialisé,AMM ENREGISTREE,BOITE DE 28,PP,"160,80 DH","100,50 DH","95,70 DH",0%,-,421
TAKROZEM,0.01,"POMMADE, TUBE DE 30 G",TACROLIMUS (MONOHYDRATE),DERMATOLOGIE-VENEROLOGIE,MAPHAR,Non Commercialisé,AMM ENREGISTREE,BOITE DE 1 TUBE DE 30G,GN,"167,00 DH","104,40 DH","99,44 DH",0%,-,422
TALAFIX,250   MG,GELULE,MESALAZINE,GASTROENTEROLOGIE-HEPATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 60,GN,"121,50 DH","75,90 DH","72,32 DH",0%,-,422
TALAFIX,400   MG,GELULE,MESALAZINE,GASTROENTEROLOGIE-HEPATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"116,80 DH","73,00 DH","69,54 DH",0%,-,422
TALOPEX,15 G,"CREME, TUBE EN 15 G",TERBINAFINE (CHLORHYDRATE),DERMATOLOGIE-VENEROLOGIE,PHARMA 5,AMM sans prix,AMM ENREGISTREE,BOITE D’UN TUBE DE 15 G,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,422
TALOPEX,5   MG,COMPRIMES PELLICULES,ESCITALOPRAM,PSYCHIATRIE,ISIO LABORATOIRES,Commercialisé AO,AMM ENREGISTREE,BOITES DE 14,GN,"40,60 DH","25,40 DH","24,16 DH",0%,-,422
TALOPEX,5   MG,COMPRIMES PELLICULES,ESCITALOPRAM,PSYCHIATRIE,ISIO LABORATOIRES,Commercialisé AO,AMM ENREGISTREE,BOITES DE  28,GN,"71,40 DH","44,60 DH","42,52 DH",0%,-,422
TALOPEX,10   MG,COMPRIMES PELLICULES,ESCITALOPRAM,PSYCHIATRIE,ISIO LABORATOIRES,Commercialisé AO,AMM ENREGISTREE,BOITES DE 14,GN,"67,10 DH","41,90 DH","39,92 DH",0%,-,422
TALOPEX,10   MG,COMPRIMES PELLICULES,ESCITALOPRAM,PSYCHIATRIE,ISIO LABORATOIRES,Commercialisé AO,AMM ENREGISTREE,BOITES DE 28,GN,"117,70 DH","73,60 DH","70,09 DH",0%,-,422
TALOPEX,20   MG,COMPRIMES PELLICULES,ESCITALOPRAM,PSYCHIATRIE,ISIO LABORATOIRES,Commercialisé AO,AMM ENREGISTREE,BOITES DE 14,GN,"92,20 DH","57,60 DH","54,91 DH",0%,-,422
TALOPEX,20   MG,COMPRIMES PELLICULES,ESCITALOPRAM,PSYCHIATRIE,ISIO LABORATOIRES,Commercialisé AO,AMM ENREGISTREE,BOITES DE  28,GN,"168,30 DH","105,20 DH","100,19 DH",0%,-,422
TALPOLEX,10   MG,COMPRIMES PELLICULES,ESCITALOPRAM,PSYCHIATRIE,ISIO LABORATOIRES,AMM sans prix,AMM ENREGISTREE,BOITES DE 14 GELULES,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,422
TALPOLEX,10   MG,COMPRIMES PELLICULES,ESCITALOPRAM,PSYCHIATRIE,ISIO LABORATOIRES,AMM sans prix,AMM ENREGISTREE,BOITES DE 28 GELULES,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,422
TALPOLEX,20   MG,COMPRIMES PELLICULES,ESCITALOPRAM,PSYCHIATRIE,ISIO LABORATOIRES,AMM sans prix,AMM ENREGISTREE,BOITES DE 14 GELULES,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,422
TALPOLEX,20   MG,COMPRIMES PELLICULES,ESCITALOPRAM,PSYCHIATRIE,ISIO LABORATOIRES,AMM sans prix,AMM ENREGISTREE,BOITES DE 28 GELULES,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,422
TALPOLEX,5   MG,COMPRIMES PELLICULES,ESCITALOPRAM,PSYCHIATRIE,ISIO LABORATOIRES,AMM sans prix,AMM ENREGISTREE,BOITES DE 14 GELULES,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,422
TALPOLEX,5   MG,COMPRIMES PELLICULES,ESCITALOPRAM,PSYCHIATRIE,ISIO LABORATOIRES,AMM sans prix,AMM ENREGISTREE,BOITES DE 28 GELULES,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,422
TALTZ™,80   MG /  ML,"SOLUTION INJECTABLE DE 1 ML A USAGE SOUS CUTANEE, EN AUTO-INJECTEUR PREREMPLI A USAGE UNIQUE",IXEKIZUMAB,IMMUNOMODULATEURS,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 1 SERINGUE DE 1 ML DANS UN AUTO-INJECTEUR JETABLE,PP,10.139.00 DH,9.948.00 DH,9.548.69 DH,0%,-,422
TALVEY,"3   MG  /  1,5   ML (2   MG  /  ML)",SOLUTION INJECTABLE,TALQUETAMAB,CANCEROLOGIE-IMMUNOMODULATION,MAPHAR S.A,AMM sans prix,AMM ENREGISTREE,"BOITE DE 1 FLACON DE 1,5 ML DE SOLUTION",PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,422
TALVEY,40   MG  /  ML,SOLUTION INJECTABLE,TALQUETAMAB,CANCEROLOGIE-IMMUNOMODULATION,MAPHAR S.A,AMM sans prix,AMM ENREGISTREE,BOITE DE 1 FLACON DE 1 ML DE SOLUTION,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,422
TALZENNA,"0,25   MG",BOITE DE 1 FLAÇON DE 30 GÉLULES,TALAZOPARIB (TOSYLATE),CANCEROLOGIE,PFIZER,Commercialisé,AMM ENREGISTREE,GELULES EN FLAÇON BOITE DE 1 FLAÇON DE 30 GÉLULES,PP,14.318.00 DH,14.045.00 DH,13.645.62 DH,0%,-,422
TALZENNA,1    MG,BOITE DE 1 FLAÇON DE 30 GÉLULES,TALAZOPARIB (TOSYLATE),CANCEROLOGIE,PFIZER,Commercialisé,AMM ENREGISTREE,GELULES EN FLAÇON BOITE DE 1 FLAÇON DE 30 GÉLULES,PP,42.155.00 DH,41.336.00 DH,40.936.97 DH,0%,-,423
TAMBOCOR,100   MG,COMPRIME SECABLE,FLECAINIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,STERIPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,"100,70 DH","62,90 DH","59,95 DH",0%,-,423
TAMBOCOR LP,50   MG,GELULE A LIBERATION PROLONGEE,FLECAINIDE (ACETATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,STERIPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,"169,30 DH","105,80 DH","100,80 DH",0%,-,423
TAMBOCOR LP,100   MG,GELULE A LIBERATION PROLONGEE,FLECAINIDE (ACETATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,STERIPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,"169,30 DH","105,80 DH","100,80 DH",0%,-,423
TAMBOCOR LP,150   MG,GELULE A LIBERATION PROLONGEE,FLECAINIDE (ACETATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,STERIPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,"169,30 DH","105,80 DH","100,80 DH",0%,-,423
TAMBOCOR LP,200   MG,GELULE A LIBERATION PROLONGEE,FLECAINIDE (ACETATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,STERIPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,"169,30 DH","105,80 DH","100,80 DH",0%,-,423
TAMIFLU,75   MG,GELULE,OSELTAMIVIR,INFECTIOLOGIE-PARASITOLOGIE,ROCHE,Commercialisé AO,AMM ENREGISTREE,BOITE DE 10,PP,"301,00 DH","200,00 DH","190,59 DH",0%,-,423
TAMOXIFENE GT,20   MG,COMPRIME,TAMOXIFENE,CANCEROLOGIE,ATLAS PHARM,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"124,30 DH","77,70 DH","73,99 DH",0%,-,423
TAMOXIFENE MYLAN,10   MG,COMPRIME,TAMOXIFENE,CANCEROLOGIE,SYNTHEMEDIC,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"78,60 DH","49,10 DH","46,79 DH",0%,-,423
TAMOXIFENE MYLAN,20   MG,COMPRIME,TAMOXIFENE,CANCEROLOGIE,SYNTHEMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"124,30 DH","77,70 DH","73,99 DH",0%,-,423
TAMSULOSINE MAPHAR LP,"0,4   MG",GELULE,TAMSULOSINE,UROLOGIE-NEPHROLOGIE,MAPHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,"91,60 DH","57,20 DH","54,52 DH",0%,-,423
TAMUZ OCAS,"0,4 MG",COMPRIME PELLICULE A LIBERATION PROLONGE,TAMSULOSINE (CHLORHYDRATE),UROLOGIE-NEPHROLOGIE,MC PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,"50,10 DH","31,30 DH","29,82 DH",0%,-,423
TAMUZ OCAS,"0,4 MG",COMPRIME PELLICULE A LIBERATION PROLONGE,TAMSULOSINE (CHLORHYDRATE),UROLOGIE-NEPHROLOGIE,MC PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 30,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,423
TAMUZ PLUS,"6   MG  /  0,4   MG",COMPRIME A LIBERATION MODIFIEE,SOLIFENACINE / TAMSULOSINE,UROLOGIE-NEPHROLOGIE,MC PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 10,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,423
TAMUZ PLUS,"6   MG  /  0,4   MG",COMPRIME A LIBERATION MODIFIEE,SOLIFENACINE / TAMSULOSINE,UROLOGIE-NEPHROLOGIE,MC PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 30,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,423
TAMUZ PLUS,"6   MG  /  0,4   MG",COMPRIME A LIBERATION MODIFIEE,SOLIFENACINE / TAMSULOSINE,UROLOGIE-NEPHROLOGIE,MC PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 60,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,423
TANAKAN,40   MG  /   ML,SOLUTION BUVABLE EN GOUTTES,GINKGO BILOBA,NEUROLOGIE,MAPHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 30 ML,PP,"63,40 DH","39,60 DH","37,72 DH",0%,-,423
TANAKAN,40   MG,COMPRIME ENROBE,GINKGO BILOBA,NEUROLOGIE,MAPHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,"66,70 DH","41,70 DH","39,69 DH",0%,-,423
TANFLEX,0.0015,SOLUTION POUR GARGARISME,BENZYDAMINE (CHLORHYDRATE),ORL-STOMATOLOGIE,BOTTU S.A,AMM sans prix,AMM ENREGISTREE,BOITE D'UN FLACON DE 120 ML,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,423
TANFLEX,0.0015,SOLUTION POUR PULVERISATION BUCCALE,BENZYDAMINE (CHLORHYDRATE),ORL-STOMATOLOGIE,BOTTU S.A,AMM sans prix,AMM ENREGISTREE,BOITE D'UN FLACON DE 30 ML,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,423
TANFLEX FORT,0.003,SOLUTION POUR PULVERISATION BUCCALE,BENZYDAMINE (CHLORHYDRATE),ORL-STOMATOLOGIE,BOTTU S.A,AMM sans prix,AMM ENREGISTREE,BOITE D'UN FLACON DE 15 ML,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,424
TANGANIL,500   MG  /  5  ML,SOLUTION INJECTABLE,ACETYLLEUCINE,NEUROLOGIE,MAPHAR,Non Commercialisé,AMM ENREGISTREE,BOITE DE 5 AMPOULES,PP,"31,40 DH","19,60 DH","18,69 DH",0%,-,424
TANGANIL,500   MG,COMPRIME,ACETYLLEUCINE,NEUROLOGIE,MAPHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"46,80 DH","29,30 DH","27,87 DH",0%,-,424
TANZAAR,100   MG,COMPRIME PELLICULE,LOSARTAN (POTASSIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,"138,10 DH","86,30 DH","82,22 DH",0%,-,424
TANZAAR,50   MG,COMPRIME PELLICULE,LOSARTAN (POTASSIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 14,GN,"40,00 DH","25,00 DH","23,79 DH",0%,-,424
TANZAAR,50   MG,COMPRIME PELLICULE,LOSARTAN (POTASSIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,"77,20 DH","48,20 DH","45,96 DH",0%,-,424
TARAXET,25   MG,COMPRIME PELLICULE,HYDROXYZINE,PSYCHIATRIE,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"23,10 DH","14,40 DH","13,76 DH",0%,-,424
TARAXET  SIROP,2   MG  /   ML,SIROP EN FLACON DE 200 ML,HYDROXYZINE DICHLORHYDRATE,PSYCHIATRIE,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE D'UN FLACON DE 200 ML,GN,"16,10 DH","10,10 DH","9,60 DH",0%,-,424
TARCEVA,100   MG,COMPRIME PELLICULE,ERLOTINIB,CANCEROLOGIE,ROCHE,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,14.878.00 DH,14.595.00 DH,14.195.00 DH,0%,-,424
TARCEVA,150   MG,COMPRIME PELLICULE,ERLOTINIB,CANCEROLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,9.451.00 DH,9.274.00 DH,8.874.00 DH,0%,-,424
TARDYFERON,80   MG,COMPRIME ENROBE,FER (SULFATE FERREUX SESQUIHYDRATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,COOPER PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,"37,80 DH","23,60 DH","22,53 DH",0%,-,424
TARDYFERON B9,"50   MG  /  0,35   MG",COMPRIME PELLICULE,FER (SULFATE FERREUX SESQUIHYDRATE) // VITAMINE B9 (ACIDE FOLIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,COOPER PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,"48,20 DH","30,10 DH","28,70 DH",0%,-,424
TARDYFERON ENFANTS ET ADULTES,20 MG / ML,SOLUTION BUVABLE,FER (SULFATE FERREUX HEPTAHYDRATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,COOPER PHARMA,AMM sans prix,AMM ENREGISTREE,FLACON DE 90 ML,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,424
TAREG,160   MG,COMPRIME PELLICULE,VALSARTAN,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,NOVARTIS PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 28,PP,"153,00 DH","95,60 DH","91,06 DH",0%,-,424
TAREG,160   MG,COMPRIME PELLICULE,VALSARTAN,NA,NOVARTIS PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 14,PP,"120,50 DH","75,30 DH","71,71 DH",0%,-,424
TAREG,40   MG,COMPRIME PELLICULE,VALSARTAN,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,NOVARTIS PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 28,PP,"98,40 DH","61,50 DH","58,58 DH",0%,-,424
TAREG,80   MG,COMPRIME PELLICULE,VALSARTAN,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,NOVARTIS PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 28,PP,"131,50 DH","82,20 DH","78,25 DH",0%,-,424
TAREG,80   MG,COMPRIME PELLICULE,VALSARTAN,NA,NOVARTIS PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 14,PP,"84,40 DH","52,80 DH","50,25 DH",0%,-,424
